case_id,e1,e2,e3,t1,t2,t3,top_uz_mae_pct,top_uz_relative_l2_pct,top_uz_mean_abs_error,top_uz_max_pct,volume_mae_pct,volume_relative_l2_pct,volume_mean_abs_error,volume_max_pct,avg_uz_fem,avg_uz_pinn,avg_displacement_relative_error_pct,peak_fem_uz,peak_pinn_uz,fem_seconds,pinn_eval_seconds,n_eval_points
random_interior_020,9.9964113,3.3176418,5.5912259,0.070239258,0.066188212,0.038169456,12.879784,61.689046,0.0157757632,63.888063,5.378711,62.273170,0.006588097401,64.615717,-0.02481165462,-0.009226923562,62.816442,-0.1224846856,-0.04423159206,1.985573,0.002082,2601
random_interior_021,1.3128918,7.5270732,6.8958584,0.028636522,0.03072297,0.099803623,7.475920,28.802433,0.01156938523,19.406827,3.410176,30.318432,0.005288204744,19.574975,-0.03324358836,-0.02155700507,35.159973,-0.1547553329,-0.1247222334,0.955291,0.002094,2601
random_interior_022,3.6051192,9.4211089,9.8526669,0.05200194,0.083070076,0.055057312,13.510450,62.501321,0.01119291738,63.104470,5.995540,63.068372,0.00496708735,63.602640,-0.01738561647,-0.006285208861,63.849193,-0.08284636913,-0.03056660661,1.300375,0.002246,2601
random_interior_023,9.0945678,3.4153389,9.828817,0.077527156,0.086620576,0.023348407,11.837659,57.607662,0.01245221332,59.456439,4.729174,56.400938,0.004974689977,60.227471,-0.020530676,-0.008559950778,58.308548,-0.1051915221,-0.04264838862,1.126517,0.002223,2601
random_interior_024,4.7114107,7.2139036,2.5978677,0.087187909,0.062850882,0.085446384,11.267533,57.563291,0.01209100718,59.641878,4.822910,58.506958,0.005175386258,59.641878,-0.01938983203,-0.007554617504,61.042985,-0.1073083795,-0.04330764664,1.380582,0.002073,2601
random_interior_025,8.7448789,3.1691539,4.523348,0.036764835,0.024588712,0.024282457,10.479771,48.809687,0.07272380242,50.638771,4.468575,49.874625,0.03128041547,51.329497,-0.1520474948,-0.07934992352,47.892553,-0.693944572,-0.3425395727,1.546724,0.002088,2601
random_interior_026,3.2706,9.6223331,5.7386206,0.030856118,0.067186825,0.095732992,8.520822,35.244835,0.007986550387,29.822424,3.831987,37.640067,0.003591714005,30.236754,-0.01919812055,-0.0110327251,42.535483,-0.09372981142,-0.06577730951,0.983998,0.002094,2601
random_interior_027,7.7442425,9.6330742,4.7653939,0.07880989,0.032518648,0.061538543,13.097290,60.700478,0.01502781585,61.849396,5.838916,63.051758,0.00669956557,61.849396,-0.02391754985,-0.00873742187,63.477873,-0.114739887,-0.04377395993,1.113193,0.002065,2601
random_interior_028,6.3781902,7.9910763,1.2097609,0.055929888,0.023719829,0.097551703,10.325121,47.886667,0.02752663422,46.755717,4.733220,50.877613,0.01261870046,46.755717,-0.05149773859,-0.02380134687,53.786088,-0.2665986568,-0.1419485436,1.558914,0.002083,2601
random_interior_029,7.3947253,4.8684382,2.2652981,0.069499981,0.092911813,0.023001142,12.353480,58.468023,0.01565230698,60.438026,5.193543,56.856210,0.006580406918,60.438026,-0.02553097322,-0.01066593285,58.229323,-0.1267036262,-0.05012645613,1.622460,0.002102,2601
