case_id,E,thickness,top_uz_mae_pct,top_uz_relative_l2_pct,top_uz_mean_abs_error,top_uz_max_pct,volume_mae_pct,volume_relative_l2_pct,volume_mean_abs_error,volume_max_pct,avg_uz_fem,avg_uz_pinn,avg_displacement_relative_error_pct,peak_fem_uz,peak_pinn_uz,fem_seconds,pinn_eval_seconds,n_eval_points
one_layer_random_014,4.3635614,0.11676964,5.677748,26.976695,0.02357766246,23.832644,2.386154,25.732712,0.009972684148,23.680085,-0.09054221453,-0.1132546577,25.096353,-0.4152643513,-0.5003852329,1.079421,0.002547,2601
one_layer_random_015,8.0580403,0.097304737,0.699885,3.069351,0.002478278187,3.954201,0.895066,7.276431,0.003195343692,6.344760,-0.0774653536,-0.07661860407,1.433592,-0.3540977151,-0.3400959804,1.557222,0.002717,2601
one_layer_random_016,9.070057,0.13853231,13.537086,61.589007,0.01795290461,49.189134,4.898965,58.610553,0.006517434589,49.035019,-0.02863677622,-0.04634701259,61.860119,-0.1326201566,-0.1971874338,1.062206,0.002414,2601
one_layer_random_017,4.7153756,0.12621565,8.857059,41.280758,0.02817508357,34.381650,3.386679,39.192512,0.01082591311,34.214630,-0.06912483381,-0.09674209061,39.956435,-0.3181087934,-0.421686018,1.387124,0.002444,2601
one_layer_random_018,2.8791528,0.10599682,2.361560,11.278094,0.01888501151,11.539208,1.339745,11.723508,0.01079310825,11.454334,-0.1747814072,-0.1902089499,8.852141,-0.7996839102,-0.8493604932,1.481179,0.002487,2601
one_layer_random_019,8.1715335,0.12920219,10.178936,46.927427,0.01766625555,38.234896,3.821129,44.669822,0.006659939792,38.073552,-0.03766374508,-0.05506975511,46.229641,-0.1735569921,-0.2381212677,2.225965,0.005709,2601
one_layer_random_020,7.9573795,0.059923142,8.008082,39.044080,0.09701107099,42.993390,3.320394,39.685091,0.04046328877,43.324310,-0.2640160978,-0.1669796429,36.770903,-1.211414551,-0.6905863724,2.108016,0.003540,2601
one_layer_random_021,2.2084693,0.08441418,3.894538,18.000148,0.07206882062,20.938974,2.025070,19.774838,0.03778241836,21.562849,-0.4048115324,-0.3323335634,17.971684,-1.85051028,-1.463032412,1.044377,0.002455,2601
one_layer_random_022,9.7147012,0.11963695,7.022277,32.785315,0.01234391616,27.397215,2.848307,31.364503,0.005037073552,27.232655,-0.03829234349,-0.05040297956,31.675048,-0.1757822409,-0.2206747782,1.273790,0.002404,2601
one_layer_random_023,6.0514796,0.069617361,6.653424,32.240477,0.07307225772,35.982479,2.937451,33.214251,0.03248907833,36.443148,-0.2398231115,-0.166765785,30.520653,-1.098265441,-0.7030823072,1.382466,0.002434,2601
one_layer_random_024,4.5671403,0.055337771,8.811629,42.191114,0.2256802234,45.704203,3.543285,42.690178,0.09123590068,45.982625,-0.5575699662,-0.3316296951,40.533903,-2.561163338,-1.390604054,2.770721,0.004406,2601
one_layer_random_025,6.7376654,0.13508933,12.117286,55.499709,0.02294767104,44.721572,4.433906,52.724294,0.0084267662,44.563146,-0.04097439465,-0.06356600476,55.144636,-0.1893796337,-0.2725912756,1.804520,0.003112,2601
one_layer_random_026,8.7340471,0.12508264,8.797338,40.786381,0.01544039388,33.623330,3.392582,38.878997,0.005984798671,33.452508,-0.03815662794,-0.05335542367,39.858582,-0.1755121145,-0.2320595435,1.183294,0.003597,2601
